START: Sat Dec 27 01:54:02 EET 2025
JOB: 196372 TASK: 0
Sat Dec 27 01:54:02 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.144.03             Driver Version: 550.144.03     CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-SXM2-32GB           On  |   00000000:85:00.0 Off |                    0 |
| N/A   30C    P0             43W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[CV] k=10 fold=0
[CV] TRAIN subjects (44): ['SC4002E0', 'SC4011E0', 'SC4012E0', 'SC4021E0', 'SC4022E0'] ...
[CV] VAL   subjects (1):   ['SC4001E0']
[CV] TEST  subjects (6):  ['SC4061E0', 'SC4121E0', 'SC4161E0', 'SC4202E0', 'SC4221E0'] ...
=== DEVICE: cuda ===
=== seq_len=21 stride=1 batch_size=16 ===
=== Transformer: d_model=128 heads=4 layers=2 ff=256 dropout=0.1 ===
=== START TRAIN (SeqTransformer CV fold) ===
[F0] [E01] batch 3420 | loss=0.5990 | acc=0.812
[F0] [E01] batch 3440 | loss=0.2928 | acc=1.000
[F0] [E01] batch 3460 | loss=0.4511 | acc=0.875
[F0] [E01] batch 3480 | loss=0.5781 | acc=0.812
[F0] [E01] batch 3500 | loss=0.3754 | acc=0.938
[F0] [E01] batch 3520 | loss=0.4554 | acc=0.938
[F0] [E01] batch 3540 | loss=0.2875 | acc=1.000
[F0] [E01] batch 3560 | loss=0.3049 | acc=1.000
[F0] [E01] batch 3580 | loss=0.4888 | acc=0.875
[F0] [E01] batch 3600 | loss=0.2429 | acc=1.000
[F0] [E01] batch 3620 | loss=0.3553 | acc=0.938
[F0] [E01] batch 3640 | loss=0.4501 | acc=0.938
[F0] [E01] batch 3660 | loss=0.3469 | acc=0.938
[F0] [E01] batch 3680 | loss=0.4157 | acc=0.875
[F0] [E01] batch 3700 | loss=0.6175 | acc=0.875
[F0] [E01] batch 3720 | loss=0.3356 | acc=0.938
[F0] [E01] batch 3740 | loss=0.3588 | acc=0.938
[F0] [E01] batch 3760 | loss=0.3341 | acc=0.938
[F0] [E01] batch 3780 | loss=0.4331 | acc=0.938
[F0] [E01] batch 3800 | loss=0.2973 | acc=0.938
[F0] [E01] batch 3820 | loss=0.3032 | acc=1.000
[F0] [E01] batch 3840 | loss=0.2553 | acc=1.000
[F0] [E01] batch 3860 | loss=0.4407 | acc=0.875
[F0] [E01] batch 3880 | loss=0.4811 | acc=0.875
[F0] [E01] batch 3900 | loss=0.4032 | acc=0.938
[F0] [E01] batch 3920 | loss=0.5235 | acc=0.812
[F0] [E01] batch 3940 | loss=0.2354 | acc=1.000
[F0] [E01] batch 3960 | loss=0.4297 | acc=0.875
[F0] [E01] batch 3980 | loss=0.6306 | acc=0.875
[F0] [E01] batch 4000 | loss=0.2917 | acc=0.938
[F0] [E01] batch 4020 | loss=0.4788 | acc=0.875
[F0] [E01] batch 4040 | loss=0.4828 | acc=0.938
[F0] [E01] batch 4060 | loss=0.2770 | acc=0.938
[F0] [E01] batch 4080 | loss=0.2775 | acc=1.000
[F0] [E01] batch 4100 | loss=0.5264 | acc=0.875
[F0] [E01] batch 4120 | loss=0.8814 | acc=0.812
[F0] [E01] batch 4140 | loss=0.3065 | acc=1.000
[F0] [E01] batch 4160 | loss=0.8593 | acc=0.812
[F0] [E01] batch 4180 | loss=0.3091 | acc=0.938
[F0] [E01] batch 4200 | loss=0.4492 | acc=0.938
[F0] [E01] batch 4220 | loss=0.3055 | acc=0.938
[F0] [E01] batch 4240 | loss=0.2375 | acc=1.000
[F0] [E01] batch 4260 | loss=0.5472 | acc=0.875
[F0] [E01] batch 4280 | loss=0.6039 | acc=0.812
[F0] [E01] batch 4300 | loss=0.5608 | acc=0.875
[F0] [E01] batch 4320 | loss=0.5970 | acc=0.875
[F0] [E01] batch 4340 | loss=0.3648 | acc=0.938
[F0] [E01] batch 4360 | loss=0.3967 | acc=0.938
[F0] [E01] batch 4380 | loss=0.5069 | acc=0.875
[F0] [E01] batch 4400 | loss=0.3188 | acc=0.938
[F0] [E01] batch 4420 | loss=0.3581 | acc=0.938
[F0] [E01] batch 4440 | loss=0.2969 | acc=1.000
[F0] [E01] batch 4460 | loss=0.5368 | acc=0.812
[F0] [E01] batch 4480 | loss=0.2492 | acc=1.000
[F0] [E01] batch 4500 | loss=0.2536 | acc=1.000
[F0] [E01] batch 4520 | loss=0.3091 | acc=1.000
[F0] [E01] batch 4540 | loss=0.4228 | acc=0.875
[F0] [E01] batch 4560 | loss=0.3001 | acc=0.938
[F0] [E01] batch 4580 | loss=0.2562 | acc=1.000
[F0] [E01] batch 4600 | loss=0.3882 | acc=0.938
[F0] [E01] batch 4620 | loss=0.2831 | acc=1.000
[F0] [E01] batch 4640 | loss=0.2819 | acc=0.938
[F0] [E01] batch 4660 | loss=0.5090 | acc=0.875
[F0] [E01] batch 4680 | loss=0.2309 | acc=1.000
[F0] [E01] batch 4700 | loss=0.2562 | acc=1.000
